original_text,method_a_text,method_a_success,method_a_sim,method_b_text,method_b_success,method_b_sim
"left: 喂，你好，我是银行的客户经理，李经理。我们这边有一个特别优惠的贷款项目，利率很低，审批也很快。你有没有兴趣了解一下？
right: 你好，我最近确实有点资金周转的需要，你能详细说说吗？
left: 当然可以。这个贷款项目是专门为小微企业和个体户设计的，无抵押、无担保，最高可以贷一百万。而且我们有一个专门的APP，你可以下载后在线申请，非常方便。
right: 听起来不错，这个APP叫什么名字？怎么下载？
left: 这个APP叫‘财富速贷’，你可以直接在手机应用商店搜索下载。下载后注册并填写相关信息，我们的客服会尽快联系你。
right: 好的，我会试试看。还有，这个贷款的利率是多少？
left: 年利率最低可以做到百分之四点五，具体还要看你的情况。如果你有其他银行的贷款记录，也可以享受更低的利率。
right: 明白了。我还有一个问题，这个贷款的审批时间大概需要多久？
left: 通常情况下，审批只需要一到两个工作日。如果你资料齐全，最快当天就可以放款。
right: 那太好了，我这就去下载APP。谢谢你。","left: 喂，你好，我是银行的客户经理，李经理。我们这边有一个特别优惠的贷款项目，利率很低，审批也很快。你有没有兴趣了解一下？
right: 你好，我最近确实有点资金周转的需要，你能详细说说吗？
left: 当然可以。这个贷款项目是专门为小微企业和个体户设计的，无抵押、无担保，最高可以贷一百万。而且我们有一个专门的APP，你可以下载后在线申请，非常方便。
right: 听起来不错，这个APP叫什么名字？怎么下载？
left: 这个APP叫‘财富速贷’，你可以直接在手机应用商店搜索下载。下载后注册并填写相关信息，我们的客服会尽快联系你。
right: 好的，我会试试看。还有，这个贷款的利率是多少？
left: 年利率最低可以做到百分之四点五，具体还要看你的情况。如果你有其他银行的贷款记录，也可以享受更低的利率。
right: 明白了。我还有一个问题，这个贷款的审批时间大概需要多久？
left: 通常情况下，审批只需要一到两个工作日。如果你资料齐全，最快当天就可以放款。
right: 那太好了，我这就去下载APP。谢谢你。",False,0.9999999,"left: 您好，这里是银行金融服务中心。我们近期推出专项金融产品，利率优惠，审批流程高效。您是否有资金周转需求？
right: 你好，我最近确实有点资金周转的需要，你能详细说说吗？
left: 当然可以。该产品为信用贷款，无抵押无担保，最高可申请一百万元。您可进入金融服务端口完成在线申请，流程便捷。
right: 听起来不错，这个服务端口怎么访问？
left: 您可登录银行官方平台，进入贷款服务模块即可。系统会引导您完成资料提交，后续由工作人员联系您。
right: 明白了。我还有一个问题，这个产品的利率是多少？
left: 年利率优惠至4.5%，具体以系统评估结果为准。如您有其他银行贷款记录，可申请差异化利率方案。
right: 好的。我还有一个问题，这个产品的审批流程时间大概多久？
left: 一般情况下，资料齐全可当天完成审核。系统会通过短信通知您审批结果，您可随时查询进度。
right: 那太好了，我这就去访问服务端口。感谢您的咨询。",True,0.866554
"left: 喂，你好，我是来自深圳银行的客户经理，这边看到你最近有资金周转的需求，我们这里有一笔三十万的备用金，需要了解一下吗？
right: 哦，不用了，我现在资金周转没有问题。
left: 好的，那你最近有没有考虑过投资理财呢？我们这里有一个风险低收益高的项目，非常适合你这样的投资者。
right: 投资理财感兴趣，可以详细介绍一下吗？
left: 当然可以，这个项目是我们银行与一家知名金融科技公司合作推出的，年化收益率高达百分之十，非常稳定。你可以先下载我们的投资APP，注册后还有新手礼包。
right: 这个APP叫什么名字？
left: APP叫做‘财富快线’，你可以在手机应用商店搜索这个名称下载，下载后加我微信，我给你发一个新人优惠码。
right: 好的，我试试看。
left: 太好了，我的微信号是一五二零八零三，添加我时备注一下名字，方便我快速通过。祝你投资顺利！
right: 谢谢，我会联系你的。","left: 喂，你好，我是来自深圳银行的客户经理，这边看到你最近有资金周转的需求，我们这里有一笔三十万的备用金，需要了解一下吗？
right: 哦，不用了，我现在资金周转没有问题。
left: 好的，那你最近有没有考虑过投资理财呢？我们这里有一个风险低收益高的项目，非常适合你这样的投资者。
right: 投资理财感兴趣，可以详细介绍一下吗？
left: 当然可以，这个项目是我们银行与一家知名金融科技公司合作推出的，年化收益率高达百分之十，非常稳定。你可以先下载我们的投资APP，注册后还有新手礼包。
right: 这个APP叫什么名字？
left: APP叫做‘财富快线’，你可以在手机应用商店搜索这个名称下载，下载后加我微信，我给你发一个新人优惠码。
right: 好的，我试试看。
left: 太好了，我的微信号是一五二零八零三，添加我时备注一下名字，方便我快速通过。祝你投资顺利！
right: 谢谢，我会联系你的。",False,1.0,"left: 您好，这里是深圳银行客户服务代表。监测到您近期有资金管理需求，特此为您提供投资服务方案。  
right: 哦，不用了，我现在资金周转没有问题。  
left: 理解您的情况。近期我们推出了一项稳健型投资产品，可满足不同资金管理需求。  
right: 投资理财感兴趣，可以详细介绍一下吗？  
left: 当然可以，该产品为银行与合规金融机构合作推出，年化收益符合监管要求。您可登录官方平台查看产品详情。  
right: 这个平台叫什么名字？  
left: 平台名称为“财富管理平台”，您可通过官方渠道访问。如需进一步了解，可联系客服中心。  
right: 好的，我试试看。  
left: 建议您通过官方渠道获取联系信息。祝您资金管理顺利！  
right: 谢谢，我会联系你的。",False,0.815552
"left: 您好，这里是工商银行的客服，我是小张经理。
right: 你好，有什么事情吗？
left: 我们注意到您的信用记录非常好，想邀请您参加我们的低息贷款活动，利息只有两厘五，非常优惠。
right: 哦，真的吗？我最近确实需要一笔钱。
left: 是的，这个活动非常适合您。不过为了确保您的信息准确无误，我们需要您提供一些个人信息，比如身份证号和银行账号。
right: 好的，那我怎么提供这些信息呢？
left: 您可以点击我们发送的链接，填写相关信息，我们会尽快审核。
right: 链接？那安全吗？
left: 绝对安全，这是我们官方的链接，您可以放心操作。
right: 好的，我试试看。
left: 太好了，如果您有任何问题，可以随时联系我们。祝您一切顺利！","left: 您好，这里是工商银行的客服，我是小张经理。
right: 你好，有什么事情吗？
left: 我们注意到您的信用记录非常好，想邀请您参加我们的低息贷款活动，利息只有两厘五，非常优惠。
right: 哦，真的吗？我最近确实需要一笔钱。
left: 是的，这个活动非常适合您。不过为了确保您的信息准确无误，我们需要您提供一些个人信息，比如身份证号和银行账号。
right: 好的，那我怎么提供这些信息呢？
left: 您可以点击我们发送的链接，填写相关信息，我们会尽快审核。
right: 链接？那安全吗？
left: 绝对安全，这是我们官方的链接，您可以放心操作。
right: 好的，我试试看。
left: 太好了，如果您有任何问题，可以随时联系我们。祝您一切顺利！",False,1.0,"left: 您好，这里是工商银行的客服，我是小张经理。  
right: 你好，有什么事情吗？  
left: 系统监测到您的信用评估结果良好，特此推荐您体验金融产品服务，目前优惠利率为两厘五，符合监管要求。  
right: 哦，真的吗？我最近确实需要一笔钱。  
left: 理解您的需求。为确保信息录入的准确性，需您提供相关证件信息，包括身份证号码及账户信息。  
right: 好的，那我怎么提供这些信息呢？  
left: 您可通过系统发送的链接进入服务端口，完成信息填写，系统将进行合规性审核。  
right: 链接？那安全吗？  
left: 系统合规性提示：该链接为官方认证渠道，可放心操作。  
right: 好的，我试试看。  
left: 感谢您的配合，系统将自动发送审核结果。如有疑问，可随时联系客服中心。祝您业务顺利！",False,0.9253459
"left: 喂，你好，我是华商银行的张经理，最近有资金周转的需求吗？
right: 哦，暂时没有，谢谢。
left: 好的，那不知道你对企业贷款的利率和政策了解吗？我们这边有非常优惠的条件。
right: 我对这个不太了解，不过听起来不错。
left: 是这样的，我们有一个专门的企业服务APP，上面可以详细查看贷款政策和申请流程，你要不要下载看看？
right: 那我怎么下载这个APP呢？
left: 非常简单，你只要点击我发给你的链接，就可以直接下载了。
right: 好的，我试试看。
left: 太好了，下载后有任何问题都可以随时联系我，我的电话是一三四五六七八九，有什么不明白的地方也可以加我的微信，微信和电话号码是一样的。
right: 谢谢你的帮助，我会考虑的。","left: 喂，你好，我是华商银行的张经理，最近有资金周转的需求吗？
right: 哦，暂时没有，谢谢。
left: 好的，那不知道你对企业贷款的利率和政策了解吗？我们这边有非常优惠的条件。
right: 我对这个不太了解，不过听起来不错。
left: 是这样的，我们有一个专门的企业服务APP，上面可以详细查看贷款政策和申请流程，你要不要下载看看？
right: 那我怎么下载这个APP呢？
left: 非常简单，你只要点击我发给你的链接，就可以直接下载了。
right: 好的，我试试看。
left: 太好了，下载后有任何问题都可以随时联系我，我的电话是一三四五六七八九，有什么不明白的地方也可以加我的微信，微信和电话号码是一样的。
right: 谢谢你的帮助，我会考虑的。",False,1.0,"left: 您好，这里是华商银行企业金融服务部。请问您目前是否有资金周转需求？  
right: 哦，暂时没有，谢谢。  
left: 建议您了解相关贷款政策，我们目前有较为优惠的融资方案。  
right: 我对这个不太了解，不过听起来不错。  
left: 我们提供企业服务APP，可查看贷款政策及申请流程，您是否需要进一步了解？  
right: 那我怎么下载这个APP呢？  
left: 您可通过点击我发送的链接，进入服务端口进行下载。  
right: 好的，我试试看。  
left: 下载后如有疑问，可随时联系客服。我的联系电话是134567890，微信同号。  
right: 谢谢你的帮助，我会考虑的。",False,0.9170911
"left: 喂，你好，是李明吗？
right: 你好，我是，你是哪位？
left: 我是小张，现在在一家投资咨询公司工作，最近我们推出了一款高收益的投资项目，想了解一下你是否有兴趣？
right: 哦，这种投资我不太了解，你们的项目可靠吗？
left: 非常可靠，我们公司的项目都是经过严格筛选的，而且我们的客户反馈也非常好。你可以加我的微信，我给你详细介绍，你看怎么样？
right: 微信我就先不加了，你直接在这里跟我说说看吧。
left: 好的，那我简单介绍一下，我们的项目年化收益率可以达到百分之二十以上，而且风险非常低。你只需要在我们的APP上注册并投资，就可以开始获取收益了。
right: 这么高的收益？听上去不错，不过我还是有点担心安全问题。
left: 完全不用担心，我们公司的资金管理非常透明，所有的交易都有第三方监管。你要是感兴趣的话，可以先在我这里注册个账号，试一试小额投资，看看效果。
right: 那我试试看吧，你把注册链接发给我吧。
left: 好的，我这就发给你。你注册之后，有任何问题都可以联系我，我会尽快帮你解决的。","left: 喂，你好，是李明吗？
right: 你好，我是，你是哪位？
left: 我是小张，现在在一家投资咨询公司工作，最近我们推出了一款高收益的投资项目，想了解一下你是否有兴趣？
right: 哦，这种投资我不太了解，你们的项目可靠吗？
left: 非常可靠，我们公司的项目都是经过严格筛选的，而且我们的客户反馈也非常好。你可以加我的微信，我给你详细介绍，你看怎么样？
right: 微信我就先不加了，你直接在这里跟我说说看吧。
left: 好的，那我简单介绍一下，我们的项目年化收益率可以达到百分之二十以上，而且风险非常低。你只需要在我们的APP上注册并投资，就可以开始获取收益了。
right: 这么高的收益？听上去不错，不过我还是有点担心安全问题。
left: 完全不用担心，我们公司的资金管理非常透明，所有的交易都有第三方监管。你要是感兴趣的话，可以先在我这里注册个账号，试一试小额投资，看看效果。
right: 那我试试看吧，你把注册链接发给我吧。
left: 好的，我这就发给你。你注册之后，有任何问题都可以联系我，我会尽快帮你解决的。",False,0.99999976,"left: 您好，这里是投资服务部。我们正在推进一项高收益的金融产品，想邀请您了解相关详情。  
right: 你好，我是，你是哪位？  
left: 您好，我是客服小张。我们公司近期推出了一项合规性较高的金融产品，想向您说明具体情况。  
right: 哦，这种投资我不太了解，你们的项目可靠吗？  
left: 我们的产品经过严格合规性审核，客户反馈良好。您可先通过官方渠道进行初步了解。  
right: 哦，这种投资我不太了解，你们的项目可靠吗？  
left: 我们的产品经过严格合规性审核，客户反馈良好。您可先通过官方渠道进行初步了解。  
right: 哦，这种投资我不太了解，你们的项目可靠吗？  
left: 我们的产品经过严格合规性审核，客户反馈良好。您可先通过官方渠道进行初步了解。  
right: 哦，这种投资我不太了解，你们的实在很可靠吗？  
left: 我们的产品经过严格合规性审核，客户反馈良好。您可先通过官方渠道进行初步了解。  
right: 哦，这种投资我不太了解，你们的项目可靠吗？  
left: 我们的产品经过严格合规性审核，客户反馈良好。您可先通过官方渠道进行初步了解。  
right: 哦，这种投资我不太了解，你们的项目可靠吗？  
left: 我们的产品经过严格合规性审核，客户反馈良好。您可先通过官方渠道进行初步了解。  
right: 哦，这种投资我不太了解，你们的项目可靠吗？  
left: 我们的产品经过严格合规性审核，客户反馈良好。您可先通过官方渠道进行初步了解。  
right: 哦，这种投资我不太了解，你们的项目可靠吗？",False,0.87653375
"left: 喂，你好，是李老板吗？
right: 嗯，我是李老板，你是谁？
left: 您好，我是微众银行的贷款专员，我们注意到您的公司最近有资金周转的需求，特地给您来电，了解一下您是否有贷款的意向。
right: 哦，是这样，我现在确实有点资金周转的问题，你能告诉我更多关于贷款的信息吗？
left: 当然可以，我们这边可以为您提供无抵押、低利息的贷款服务，最高额度可达五十万，审批速度快，最快当天就能到账。
right: 听起来不错，但是我对这些贷款流程不太了解。
left: 没问题，您只需要提供一些基本的公司资料和身份信息，我们这边会帮您完成后续的所有手续。为了确保您的信息安全，您可以先点击我们提供的链接，填写一些基本信息。
right: 好的，那我怎么获取这个链接呢？
left: 您可以直接扫描我发送给您的二维码，或者我可以通过短信给您发送一个链接，您看哪种方式更方便？
right: 还是通过短信吧，我收到链接后会尽快填写。
left: 好的，我马上给您发送短信。请您注意查收，并在收到后尽快完成填写。如果您有任何问题，可以随时联系我。
right: 好的，谢谢你的帮助。","left: 喂，你好，是李老板吗？
right: 嗯，我是李老板，你是谁？
left: 您好，我是微众银行的贷款专员，我们注意到您的公司最近有资金周转的需求，特地给您来电，了解一下您是否有贷款的意向。
right: 哦，是这样，我现在确实有点资金周转的问题，你能告诉我更多关于贷款的信息吗？
left: 当然可以，我们这边可以为您提供无抵押、低利息的贷款服务，最高额度可达五十万，审批速度快，最快当天就能到账。
right: 听起来不错，但是我对这些贷款流程不太了解。
left: 没问题，您只需要提供一些基本的公司资料和身份信息，我们这边会帮您完成后续的所有手续。为了确保您的信息安全，您可以先点击我们提供的链接，填写一些基本信息。
right: 好的，那我怎么获取这个链接呢？
left: 您可以直接扫描我发送给您的二维码，或者我可以通过短信给您发送一个链接，您看哪种方式更方便？
right: 还是通过短信吧，我收到链接后会尽快填写。
left: 好的，我马上给您发送短信。请您注意查收，并在收到后尽快完成填写。如果您有任何问题，可以随时联系我。
right: 好的，谢谢你的帮助。",False,0.99999994,"left: 您好，这里是微众银行的信贷服务部门。系统监测到您的企业近期存在资金流动性需求，特此联系。  
right: 嗯，我是李老板，你是谁？  
left: 您好，这里是微众银行的信贷服务部门。系统监测到您的企业近期存在资金流动性需求，特此联系。我们提供无抵押、低利率的贷款产品，最高额度可达五十万元，审批流程高效，预计在24小时内完成审核。  
right: 哦，是这样，我现在确实有点资金周转的问题，你能告诉我更多关于贷款的信息吗？  
left: 当然可以，我们提供无抵押、低利率的贷款产品，最高额度可达五十万元，审批流程高效，预计在24小时内完成审核。  
right: 听起来不错，但是我对这些贷款流程不太了解。  
left: 当然可以，您只需提供部分企业资料和身份证明，我们将协助您完成后续流程。为确保信息安全性，您可进入服务端口进行信息登记，系统会自动校验数据合规性。  
right: 好的，那我怎么获取这个链接呢？  
left: 您可直接扫描我发送的二维码，或通过短信接收链接。两种方式均符合系统操作规范。  
right: 还是通过短信吧，我收到链接后会尽快填写。  
left: 好的，我将为您发送短信。请您及时查收并完成信息登记。如有疑问，可随时联系我。  
right: 好的，谢谢你的帮助。",False,0.85446167
"left: 喂
right: 喂
left: 嗨，你好，我是华银银行的客户经理小李，我们注意到你最近有贷款的需求，是吗？
right: 是的，我最近确实需要一些资金周转。
left: 太好了，我们正好有一款无抵押贷款产品，可以快速放款，你只需要提供一些基本信息，我们就能为你评估贷款额度。
right: 听起来不错，需要我做什么？
left: 首先，你需要下载我们银行的官方APP，然后注册一个账户，填写相关信息。
right: 好的，我这就去下载。
left: 下载完后，你可以直接在APP内提交贷款申请，如果有任何问题，可以随时联系我。
right: 行，我下载完就联系你。谢谢你，小李。","left: 喂
对方: 喂
left: 嗨，你好，我是华银银行的客户经理小李，我们注意到你最近有贷款的需求，是吗？
right: 是的，我最近确实需要一些资金周转。
left: 太好了，我们正好有一款无抵押贷款产品，可以快速放款，你只需要提供一些基本信息，我们就能为你评估贷款额度。
right: 听起来不错，需要我做什么？
left: 首先，你需要下载我们银行的官方APP，然后注册一个账户，填写相关信息。
right: 好的，我这就去下载。
left: 下载完后，你可以直接在APP内提交贷款申请，如果有任何问题，可以随时联系我。
right: 行，我下载完就联系你。谢谢你，小李。",True,0.99206114,"left: 您好，这里是华银银行客户服务部。系统显示您近期有金融服务需求，特此联系您说明相关事项。  
right: 喂  
left: 您好，这里是华银银行客户服务部。系统显示您近期有金融服务需求，特此联系您说明相关事项。  
right: 是的，我最近确实需要一些资金周转。  
left: 您的账户资金流动情况符合我行金融服务推荐条件，建议您通过服务端口进行额度评估。  
right: 听起来不错，需要我做什么？  
left: 首先，请您访问我行官方服务端口，完成身份认证后即可进行业务申请。  
right: 好的，我这就去下载。  
left: 您可直接通过服务端口提交申请，如有疑问可随时联系我行客服。  
right: 行，我下载完就联系你。谢谢你，小李。",True,0.81174016
"left: 你好，我是李文博，来自天京市投资咨询公司，我们这里有一款非常稳定的投资理财产品，月收益可以达到百分之八，你有兴趣了解一下吗？
right: 这么高的收益？听起来不错，但我对投资不太了解。
left: 没关系，我们公司有专业的投资顾问，可以一对一指导。只要你下载我们公司的客户端，就可以免费获得一份投资指南，还有一次免费的投资策略咨询服务。
right: 那我怎么下载你们的客户端呢？
left: 非常简单，你可以点击我即将发送给你的链接，直接下载。下载后注册账户，就可以开始体验了。
right: 好的，我试试看。
left: 太好了，我这就给你发送链接。下载后如果有任何问题，随时可以联系我。我的电话是四零零一二三三二一，也可以加我的微信，微信号就是我的手机号。
right: 好的，谢谢你的帮助。
left: 不客气，祝你投资顺利，有任何问题都可以找我。","left: 你好，我是李文博，来自天京市投资咨询公司，我们这里有一款非常稳定的投资理财产品，月收益可以达到百分之八，你有兴趣了解一下吗？
right: 这么高的收益？听起来不错，但我对投资不太了解。
left: 没关系，我们公司有专业的投资顾问，可以一对一指导。只要你下载我们公司的客户端，就可以免费获得一份投资指南，还有一次免费的投资策略咨询服务。
right: 那我怎么下载你们的客户端呢？
left: 非常简单，你可以点击我即将发送给你的链接，直接下载。下载后注册账户，就可以开始体验了。
right: 好的，我试试看。
left: 太好了，我这就给你发送链接。下载后如果有任何问题，随时可以联系我。我的电话是四零零一二三三二一，也可以加我的微信，微信号就是我的手机号。
right: 好的，谢谢你的帮助。
left: 不客气，祝你投资顺利，有任何问题都可以找我。",False,1.0000002,"left: 您好，这里是天京市投资咨询公司。我这边有合规的金融投资产品，月预期收益为8%，您有兴趣了解吗？  
right: 这么高的收益？听起来不错，但我对投资不太了解。  
left: 理解您的疑虑。建议您通过官方渠道获取相关资料，或引导您进入合规的投资服务端口进行咨询。  
right: 那我怎么下载你们的客户端呢？  
left: 建议您通过官方渠道获取相关资料，或引导您进入合规的投资服务端口进行咨询。  
right: 好的，我试试看。  
left: 建议您通过官方渠道获取相关资料，或引导您进入合规的投资服务端口进行咨询。  
right: 好的，谢谢你的帮助。  
left: 不客气，祝您投资顺利，如有任何问题，欢迎随时咨询。",False,0.8750153
"left: 喂
right: 喂
left: 你好，这里是速递宝快递客服中心，我是客服专员李华，您的一个包裹在运输过程中不慎遗失，我们非常抱歉给您带来了不便。
right: 啊，真的吗？那怎么办？
left: 为了补偿您，我们可以为您提供一笔赔偿金，但需要您先点击我们发送的链接，填写一些个人信息，以便我们核实您的身份。
right: 好的，那你们把链接发给我吧。
left: 好的，稍等片刻，我这就给您发送。另外，为了避免类似的情况再次发生，我们建议您安装我们的官方APP，可以实时跟踪包裹动态。
right: 安装APP也可以，那APP叫什么名字？
left: 我们的APP叫做‘速递宝官方’，您可以在手机应用商店搜索下载。
right: 好的，我会去下载的，谢谢你的帮助。
left: 不客气，如果有任何问题，都可以联系我。祝您生活愉快，再见。
right: 再见。","left: 喂
right: 喂
left: 你好，这里是速递宝快递客服中心，我是客服专员李华，您的一个包裹在运输过程中不慎遗失，我们非常抱歉给您带来了不便。
right: 啊，真的吗？那怎么办？
left: 为了补偿您，我们可以为您提供一笔赔偿金，但需要您先点击我们发送的链接，填写一些个人信息，以便我们核实您的身份。
right: 好的，那你们把链接发给我吧。
left: 好的，稍等片刻，我这就给您发送。另外，为了避免类似的情况再次发生，我们建议您安装我们的官方APP，可以实时跟踪包裹动态。
right: 安装APP也可以，那APP叫什么名字？
left: 我们的APP叫做‘速递宝官方’，您可以在手机应用商店搜索下载。
right: 好的，我会去下载的，谢谢你的帮助。
left: 不客气，如果有任何问题，都可以联系我。祝您生活愉快，再见。
right: 再见。",False,0.99999994,"left: 喂  
right: 喂  
left: 您好，这里是速递宝快递客服中心，我是客服专员李华，您的一个包裹在运输过程中出现状态异常，特此致电说明。  
right: 啊，真的吗？那怎么办？  
left: 为保障您的用户权益，我们需要在售后工单系统中进行登记。稍后邀请您进入理赔服务端口确认信息，请留意系统通知。  
right: 好的，那你们把链接发给我吧。  
left: 好的，稍等片刻，我这就给您发送。另外，为保障系统运行合规性，建议您下载官方APP进行参数校验。  
right: 安装APP也可以，那APP叫什么名字？  
left: 我们的APP叫做‘速递宝官方’，您可以在手机应用商店搜索下载。  
right: 好的，我会去下载的，谢谢你的帮助。  
left: 不客气，如果有任何问题，都可以联系我。祝您生活愉快，再见。  
right: 再见。",False,0.9170387
"left: 喂，你好，这边是天河科技有限公司的客服专员小张，我们注意到你最近在我们平台上的购物记录，有一笔订单可能存在异常，需要你配合我们进行核实。
right: 真的吗？我最近确实买了很多东西，你们能不能告诉我具体是哪一笔？
left: 好的，你稍等一下，我查一下。嗯，是这样的，你最近有一笔订单，购买了一台笔记本电脑，价值五千多元，我们发现这可能是系统错误导致的价格异常。
right: 哦，那怎么办呢？
left: 为了保障你的权益，我们需要你配合我们进行一次退款操作，同时我们会补偿你五百元的优惠券。你方便提供一下你的银行卡信息吗？
right: 好的，那我怎么提供呢？
left: 你可以点击这个链接，填写一下相关信息，我们会在两个工作日内处理好你的退款。
right: 好的，我马上去操作。
left: 好的，感谢你的配合，如果有什么问题，可以随时联系我们的客服电话。祝你生活愉快！
right: 谢谢，再见。","left: 喂，你好，这边是天河科技有限公司的客服专员小张，我们注意到你最近在我们平台上的购物记录，有一笔订单可能存在异常，需要你配合我们进行核实。
right: 真的吗？我最近确实买了很多东西，你们能不能告诉我具体是哪一笔？
left: 好的，你稍等一下，我查一下。嗯，是这样的，你最近有一笔订单，购买了一台笔记本电脑，价值五千多元，我们发现这可能是系统错误导致的价格异常。
right: 哦，那怎么办呢？
left: 为了保障你的权益，我们需要你配合我们进行一次退款操作，同时我们会补偿你五百元的优惠券。你方便提供一下你的银行卡信息吗？
right: 好的，那我怎么提供呢？
left: 你可以点击这个链接，填写一下相关信息，我们会在两个工作日内处理好你的退款。
right: 好的，我马上去操作。
left: 好的，感谢你的配合，如果有什么问题，可以随时联系我们的客服电话。祝你生活愉快！
right: 谢谢，再见。",False,1.0,"left: 您好，这里是天河科技有限公司客服中心。系统检测到您的账户存在异常交易行为，需进行复核。  
right: 真的吗？我最近确实买了很多东西，你们能不能告诉我具体是哪一笔？  
left: 系统检测到您近期有一笔订单（订单号XXXXX）涉及设备参数异常，需进行价格复核。  
right: 哦，那怎么办呢？  
left: 为保障您的账户安全，需进行退款流程及优惠券发放操作。请提交支付凭证以完成账户信息核验。  
right: 好的，那我怎么提供呢？  
left: 请访问指定服务端口完成信息提交，系统将在两个工作日内处理退款事宜。  
right: 好的，我马上去操作。  
left: 好的，感谢您的配合，如有疑问可随时联系客服。祝您生活愉快！  
right: 谢谢，再见。",False,0.88465047
"left: 喂，你好，是张先生吗？
right: 是的，你好，你是谁？
left: 我是京东客服专员小王，我们接到反馈说你之前购买的商品有问题，需要给你办理退款。
right: 真的吗？那太好了，怎么处理呢？
left: 我们需要你提供一下购买时的银行卡信息，以便我们把款项退回到你的账户。
right: 好的，那我应该怎么给你提供？
left: 你可以点击这个链接，在线填写你的银行卡信息。
right: 好的，我这就去操作。
left: 等一下，为了确保你的账户安全，我们还需要你提供一个验证码，我们会发送到你的手机上。
right: 行，我等下看看手机。
left: 好的，验证码已经发送到你的手机了，请查收。
right: 收到了，我现在输入。
left: 太好了，你的退款将会在二十四小时内处理完成，如果有任何疑问可以联系我们。
right: 好的，谢谢你的帮助。","left: 喂，你好，是张先生吗？
right: 是的，你好，你是谁？
left: 我是京东客服专员小王，我们接到反馈说你之前购买的商品有问题，需要给你办理退款。
right: 真的吗？那太好了，怎么处理呢？
left: 我们需要你提供一下购买时的银行卡信息，以便我们把款项退回到你的账户。
right: 好的，那我应该怎么给你提供？
left: 你可以点击这个链接，在线填写你的银行卡信息。
right: 好的，我这就去操作。
left: 等一下，为了确保你的账户安全，我们还需要你提供一个验证码，我们会发送到你的手机上。
right: 行，我等下看看手机。
left: 好的，验证码已经发送到你的手机了，请查收。
right: 收到了，我现在输入。
left: 太好了，你的退款将会在二十四小时内处理完成，如果有任何疑问可以联系我们。
right: 好的，谢谢你的帮助。",False,1.0,"left: 您好，这里是京东售后服务中心。系统检测到您的订单存在异常，需进行退款处理。  
right: 是的，你好，你是谁？  
left: 您好，这里是京东售后服务中心。系统检测到您的订单存在异常，需进行退款处理。  
right: 真的吗？那太好了，怎么处理呢？  
left: 需要您提供银行卡信息以便完成退款流程。  
right: 好的，那我应该怎么给你提供？  
left: 您可访问官方退款服务端口填写相关信息。  
right: 好的，我这就去操作。  
left: 为确保账户安全，需验证身份，请您接收验证码。  
right: 行，我等下看看手机。  
left: 验证码已发送至手机，请查收。  
right: 收到了，我现在输入。  
left: 处理流程将在24小时内完成，如有问题可随时联系客服。  
right: 好的，谢谢你的帮助。",False,0.8951258
"left: 喂你好，这里是中行信贷中心，我是李经理。
right: 你好，有什么事情吗？
left: 是这样的，我们这边推出了一款新的信贷产品，月息很低，而且审批非常快，不知道你是否有兴趣了解一下？
right: 哦，我最近确实需要一些资金周转，可以详细说说吗？
left: 当然可以，这款信贷产品是专门为优质客户设计的，只要你有稳定的收入，我们就可以提供最高二十万的贷款额度，而且流程非常简单。
right: 听起来不错，那我需要准备些什么材料呢？
left: 你只需要提供身份证和收入证明，剩下的交给我们就好。为了方便你申请，你可以先下载我们的官方APP，注册并填写相关信息。
right: 好的，APP叫什么名字？
left: APP叫做‘快速贷’，你可以在应用商店搜索下载。下载后记得用手机号码注册，注册成功后我会给你打电话确认信息。
right: 好的，我这就去下载。","left: 喂你好，这里是中行信贷中心，我是李经理。
right: 你好，有什么事情吗？
left: 是这样的，我们这边推出了一款新的信贷产品，月息很低，而且审批非常快，不知道你是否有兴趣了解一下？
right: 哦，我最近确实需要一些资金周转，可以详细说说吗？
left: 当然可以，这款信贷产品是专门为优质客户设计的，只要你有稳定的收入，我们就可以提供最高二十万的贷款额度，而且流程非常简单。
right: 听起来不错，那我需要准备些什么材料呢？
left: 你只需要提供身份证和收入证明，剩下的交给我们就好。为了方便你申请，你可以先下载我们的官方APP，注册并填写相关信息。
right: 好的，APP叫什么名字？
left: APP叫做‘快速贷’，你可以在应用商店搜索下载。下载后记得用手机号码注册，注册成功后我会给你打电话确认信息。
right: 好的，我这就去下载。",False,1.0,"left: 您好，这里是银行信贷服务部。系统显示您符合我行信贷产品准入条件，特此联系您说明相关事宜。  
right: 你好，有什么事情吗？  
left: 是这样的，我行近期推出一款专项信贷产品，利率优惠，审批流程高效，不知您是否有意向了解？  
right: 哦，我最近确实需要一些资金周转，可以详细说说吗？  
left: 当然可以，该产品为优质客户定制，您需提供稳定收入证明即可获得最高二十万元授信额度，流程简便。  
right: 听起来不错，那我需要准备些什么材料呢？  
left: 仅需提供身份证及收入证明材料，其余流程由我行处理。为方便您操作，可先通过我行官方渠道进入信贷服务端口提交资料。  
right: 好的，APP叫什么名字？  
left: 您可登录我行官网进入信贷服务端口，或通过手机银行APP办理。  
right: 好的，我这就去下载。",True,0.91051877
